बीते	b ii t ei
बीती	b ii t ii
बच्चेविद्यार्थी	b ch a ch ei v a d r i y 
लहराया	l a h r aa y aa
बोलियॉ	b oo l i y aa n
गरीब	g a r ii b 
पीजी	p ii j ii
जीयें	j ii y ei n
संजना	s a n j a n aa 
चुनावी	ch u n aa v ii
नेययारु	n ei y y a r 
शहरीकर	sh a h r ii k a r
बोते	b oo t ei
एडवाकेट	ai d v oo k ei t:
चीकू	ch ii k uu
एलज़ाइमर	ei l j aa i m a r 
किशोरों	k i sh oo r oo n
स्मिथ	s m i th 
छोटे	chh oo t: ei
चन्द्रोदय	ch a n d r oo d a y 
अँन्धे	a n n dh ei
दुश्मन	d u sh m a n
रखवाला	r a kh v aa l aa
छोटी	chh oo t: ii
नस्लों	n a s l oo n
फेकना	ph ei n k n aa
बीएलटी	b ei l a t ei
किसमें	k i s m ei n
सवार	s a v aa r 
लहर	l a h a r
मैनग्रोव	m ai n g r oo v
पाना	p aa n aa
अगले	a g l ei
डेयरी	d ei y a r ii
सिपाही	s i p aa h ii
लाचार	l aa ch aa r 
प्रण	p r a n:
तेरहवें	t ei r h a v ei n
डीहाइड्रेशन	d: ii h aa r d: r ei sh a n 
थियोसोफीः	i th y oo s ai ph ii
प्रतिक्रियाएँ	p r a t i k r i y aa ei n
शामिल	sh aa m i l
ईमानदारी	ii m aa n d aa r ii
यूक्रेन	y uu k r ei n
भूगर्भीय	bh uu g a r bh ii y a
टेरिटोरियल	t ei r i t oo r i y a l
सौन्दर्य	s au n d a r y a
गायिकी	g aa y i k ii
डिशवाशर	d: i sh v aa sh a r 
बेंसेंट	b ei s ei n t:
जहाजों	j a h aa j oo n
तंदरुस्त	t a n d u r u s t
खेलों	kh ei l oo n
मोटापा	m oo t: aa p aa
परन्तु	p a r a n t u
हिन्दूकाल	h i n d u k aa l
रहता	r a h t aa
भाईः	bh ai 
गुवाहटी	g u v aa h t: ii
कुटी	k u t: ii
प्रिंसीपल	p r i n s ii p a l
अनुसंधानों	a n u s a n dh aa n oo n
कौस्ता	k au s t aa
बयार	b a y aa r 
हैंडलिंग	h ai n d: l i n g 
तेते	t ei t ei
राष्ट्रपति	r aa shh t: r a p a t i
पंचारी	p a n ch aa r ii
तीन	t ii n
घोषण	gh oo shh n: aa
एंजेलोउ	ei n j ei l oo u
सौष्ठव	s au shh t:h a v 
अचंभित	a ch a m bh i t 
घटाती	gh a t: aa t ii
भारतवासियों	bh aa r a t v aa s i y oo n
ढाबों	d:h aa b oo n
मेघालय	m ei gh aa l a y aa
बदलती	b a d a l t ii
असहिष्णुता	a s a h i shh n: u t aa
तीज	t ii j
वीरत्व	v ii r a t v 
बदलते	b a d a l t ei
बेवकूफ	b ei v a k uu ph
मारी	m a r ii
द्वितीय	d v i t ii y a
वैलेन्टाइन	v ai l ei n t: aa i n 
टेलीफोन	t: ei l i ph oo n
चुने	ch u n ei
एमएसगोले	a m a s ei g a l
निश्चय	n i sh ch a y
भद्दा	bh a d d aa
यतीन्द्र	y a n t ii n d r a
चुनी	ch u n ii
फलों	ph a l oo n
तीर्थांकर	t ii r th aa n k a r 
घूंसा	gh uu n s aa 
बिस्किट	b i s k i t:
लाइनमैनों	l aa i n m ai n oo n 
एलगिन	ei l g i n
छमता	chh a m t aa
सालभर	s aa l bh a r 
आवाजों	aa v aa j oo n
फोलेट्स	ph oo l ei t: s 
अंधेरे	a n dh ei r ei
स्ट्रेचर	s t: r ei ch a r 
शुदा	sh u d aa
स्नो	s u n oo
समझेंगे	s a m jh ei n g ei
सबको	s a b k oo 
गुंजाईश	g u n j aa i sh
वेदऋग्वेद	v ei d rx i g v ei d 
पुल	p u l
चमकदार	ch a m a k d aa r 
सफलतापूर्णं	s a ph a l t aa puu r n:
उसको	u s k oo
समीप	s a m ii p 
भयंकर	bh a y a n k a r
कार्यकाल	k aa r y a k aa l
वर्धा	v a r dh aa
धुलते	dh u l t ei
महत्त्व	m a h a t t v 
नांम	n aa m
उसकी	u s k ii
उसके	u s k ei
मिनिस्टर	m i n i s t: a r 
तना	t a n aa
सोचना	s oo ch n aa
प्राइवेट	p r aa i v ei t:
अर्थपूर्ण	a r th a p uu r n:
रेगिस्तान	r ei g i s t aa n
लगावाकर	l a g aa v k aa r 
अन्तरार्ष्टृीय	a n t a r r aa shh t: r ii y a 
शुद्धि	sh u d dh i
बजाय	b a j aa y 
मौजूदा	m au j uu d aa
जैरे	j ei r ei
शैलियों	sh ai l i y oo n
डॉयर	d: aa y a r 
दर्शकों	d a r sh a k oo n
डेरा	d: ei r aa 
महीन	m a h ii n
प्रतिभासंपन्न	p r a t i bh a s a m p a n n 
लाने	l aa n ei
टाई	t: aa i
कतराते	k a t r aa t ei
दुनिया	d u n i y aa
वासुदेव	v aa s u d ei v
इसांन	i s aa n n
नवम्बर	n a v a m b a r 
उपहार	u p a h aa r 
आनंद	aa n a n d 
अपार	a p aa r 
सुना	s u n aa
चिर	ch i r 
पैराग्राफ	p ai r aa g r aa ph
बड़ा	b a d aa
दूषित	d uu shh i t 
दूरीयाँ	d uu r i y aa n
नही	n a h ii
अल	a l
कैलाश	k ai l aa sh 
शेष	sh ei sh
कल	k a l
पूनावासियों	p uu n aa v aa s i y oo n
सुभाष	s u bh aa shh 
नरेंद्र	n a r ei n d r 
एअर	a r 
दोपहिया	d oo p a h i y aa
बिर्सटल	b i r a s t a l
सुलझाते	s u l jh aa t ei
छिडकाव	chh i d k aa v 
टीटी	t: ii t: ii
कारणवश	k aa r a n: v a sh 
सुलझाती	s u l jh aa t ii
जुकाम	j u k aa m a
व्यवस्था	v y a v a s th aa
स्वार्थ	s v aa r th 
मालवांकर	m aa l v aa n k a r 
नागरिकों	n aa g r i k oo n
टीटो	t: ii t: oo
परमात्मा	p a r m aa t m aa
स्थान	s th aa n
अकुशल	a k u sh a l
तहों	t a h oo n
कैलेंडर	k ai l ein d: a r 
अनुभवों	a n u bh a v oo n
जलवाष्प	j a l v aa shh y a
बुराइयों	b u r aa i y oo n
बैंगलुरु	b ai n g a l u r u
सस्पेंड	s a s p ei n d:
बैंगलुरू	b ai n g a l uu r uu
राष्ट्रपिता	r aa shh t r a p i t aa
ताकतवर	t aa k a t v a r 
भलाई	bh a l aa ii
सेनानीयों	s ei n aa n i y oo n
देते	d ei t ei
बदलेंगे	b a d l ei n g ei
गाहे	g aa h ei
जननीय	j a n a n ii y a
स्थाई	s th aa ii
बातचीत	b aa t ch ii t
राक्षसी	r aa k shh a s ii
बेसेंट	b ei s ei n t:
वाइस	v aa i s
जेबों	j ei b oo n
देशबंधु	d ei sh b a n dh u
पिल्लै	p i l l ai
बनेंगे	b a n ei n g ei
वास्तव	v aa s t a v 
स्वन्त्रता	s v a t a n t r a t aa
स्वर्णिम	s v a r n: i m
जन्मस्थली	j a n m a s th a l ii
सुब्रमणियम्	s u b r a m a n: i y a m 
किशोर	k i sh oo r 
उगता	u g t aa
कॉपीरइट	k a p ii r i aa i t:
प्रामाणिक	p r aa m aa n: i k 
टैगोर	t: ai g oo r 
सियाम	s i y aa m
वॉर्मिंग	v aa r m i n g 
कार्यनीति	k aa r y a n ii t i
व्याख्या	v y aa kh y aa
दार्जिलिंग	d aa r j ii l i n g
हेली	h ei l ii
दरवाजा	d a r v aa j aa
शांतिपूर्ण	sh aa n t i p uu r n:
सर्वांगीण	s a r v aa n g ii n:
किसंगीत	k i s a n g ii t 
ट्रॉसफ्यूजन	t rx i ph a s y uu j a n 
तुम्ही	t u m h ii
बहनों	b a h n oo n
भेदभावपूर्ण	bh ei d bh aa v p uu r n:
चढ़ना	ch a d:h a n aa
तुम्हे	t u m h ei
स्वाभाविकता	s v aa bh aa v i k t aa
तकलीफ	t a k l ii ph 
दंपती	d a m p a t t ii
दबाने	d a b aa n ei
अर्जियाँ	a r j i y aa n
असलियत	a s l i y a t
लिफ्टों	l i ph t oo n
शरणगृहों	sh a r a n: g r a h oo n
पढ़कर	p a d:h k a r 
झूठे	jh uu t:h ei
गोमोह	g oo m oo h 
मोरिस	m oo r i s
पत्रिका	p a t r i k aa 
दुखद	d u kh a d
वैलेटाईन	v ai l ei n t aa i n
तरकीब	t a r k ii b
सावधानी	s aa v dh aa n ii
कमांडेंट	k a m aa n d: ei n t:
बसती	b a s t ii
नदगाँव	n a d g aa n v 
आँचल	aa n ch a l
द्वीतिय	d v i t ii y a
रंगोली	r a n g oo l ii
दबा	d a b aa
पंखे	p a n kh ei
आत्मसुधार	aa t m a s u dh aa r 
सर्वशक्तिमान	s a r v a sh a k t i m aa n
कुपोषित	k u p oo shh i t
स्टैंप	s t ai m p 
दोगुना	d oo g u n aa
हीगल	h ii g a l
नगद	n a g a d
प्रयाग	p r a y aa g 
गोरा	g oo r aa
साकार	s aa k aa r 
बनानें	b a n aa n ei
शेक्सपियर	sh ei k s p i y a r 
निकालेगा	n i k aa l ei g aa
हिन्दुस्तान	h i n d u s t aa n
प्राचीन	p r aa ch ii n
छोङो	chh oo d oo
फाइनली	ph aa i n a l ii
रोना	r oo n aa
प्राचीर	p r aa ch ii r 
कैलोरी	k ai l oo r ii
प्रयास	p r a y aa s 
प्रशानिक	p r a sh aa s n i k 
घबराते	gh a b r aa t ei
संकटमोचन	s a n k a t: m oo ch a n
प्रबंधों	p r a b a n dh oo n
ट्रेनिंग	t r ei n i n g 
मनुस्यो	m a n u s y oo n
अस्थिरता	a s th i r t aa
अचछी	a ch chh ii
मकड़ियों	m a k a d i y oo n
उपहास	u p h aa s
सूती	s uu t ii
मेरथानी	m ei r th aa n ii
कम्प्रेशर	k a m p r ei sh a r 
एकान्तर	ai k aa n t a r 
पंडितजी	p a n d i t j ii
इधर	i dh a r
माशपेशियों	m aa s p ei shh i y oo n
मृत्युदर	m rx i t y u d a r 
डाकघरों	d: aa k gh a r oo n 
नगर	n a g a r 
मनानी	m a n aa n ii
प्रेमचन्द	p r ei m ch a n d 
जूल्स	j u l uu s 
पट्टाभिसीता	p a t t i bh a s i
दानव	d aa n a v 
करमान	k a r m aa n 
पदभार	p a d bh aa r 
विकासात्मक	v i k aa s aa t m a k 
ठोकर	t:h oo k a r 
प्रारंभ	p r aa r a m bh 
सादगी	s aa d g ii
लोकगीत	l oo k g ii t 
नजदीक	n a j d ii k 
झील	jh ii l
जार	j aa r 
घोंटना	gh oo n t: n aa
रुकेगा	r u k ei g aa
भुलनपुर	bh u l a n p u r
अशुद्धि	a sh u d dh i
प्रथाएं	p r a th aa ei n
सम्मेलन	s a m m ei l a n
एग्रोकेमिकल्स	g oo r ei k m i l a s
जमाने	j a m aa n ei
नौकरों	n au k a r oo n
शिखर	sh i kh a r 
अशान्ति	a sh aa n t i
बजाकर	b a j aa k a r 
आत्मकथाकार	aa t m a k a th aa k aa r 
खेली	kh ei l ii
गंतव्य	g a n t a v y 
देशवासियो	d ei sh v aa s ii y oo n
रहित	r a h i t 
ज्यादा	j y aa d aa
हिम्मतपूर्णं	h i m m a t p uu r n:
जामुई	j aa m u ii
थकती	th a k t ii
पंडालों	p a n d: aa l oo n
अनुमानों	a n u m aa n oo n
चोट	ch oo t:
संभावनाओं	s a m bh aa v n aa oo n
पाटिल	p aa t: i l
अहंकार	a h a n k aa r 
शासनादेश	sh aa s a n a d ei sh
पेरिस	p ei r i s
खानों	kh aa n oo n
उल्लेख	u l l ei kh
जोखिम	j oo kh i m
बगीचा	b a g ii ch aa 
पांच	p aa n ch
इधरउधर	i dh a r u dh a r
वक्तृत्व	v a k t rx i t v 
संस्कृतिक	s a n s k r i t i k
पिन्नहट	p i n n aa h a t:
पुथल	p u th a l
पढ़ी	p a d:h ii
पहुंची	p a h u n ch ii
औरतें	au r a t ei n
समाधानों	s a m aa dh aa n oo n
अधुनिक	aa dh u n i k 
वर्षो	v a r shh oo n
विकृत	v i k rx i t 
इकलोती	i k l au t ii
सोप्जे	s oo p j ei
छलनी	chh a l n ii
वर्षी	v a r shh ii
आरंभिक	aa r a m bh i k 
रौंधुगी	r au n dh u g ii
विचारशील	v i ch aa r sh  l
कंबल	k a m b a l
फैंसी	ph ai n s ii
मध्यान्तर	m a dh y aa n t a r
सीओबीएस	s ii oo b ii ei s 
सीतामढ़ी	s ii t aa m a d:h ii
चरखा	ch a r kh aa
समझाएगा	s a m jh aa ei g aa
बारदोलोई	b aa r d oo l oo ii
दहलीज़	d a h l ii j
गोअथे	g oo th 
बोज़ाशियु	b oo j aa sh i y u
प्रशासनिक	p r a sh aa s n i k 
टाटा	t: aa t: aa
और	au r 
कृष्णागिरी	k rx i shh n: aa g i r ii
सुविधायें	s u v i dh aa y ei n
इंस्पेक्टर	i n s p ei k t: a r 
भूतल	bh uu t a l
डोडेगौड़ा	d: oo d: ei g au d: aa 
संस्थाएं	s a n s th aa ei n
पङी	p a d ii
बँगा	b ai g aa
निरंतर	n i r a n t a r 
राजकर्मचारियों	r a j a k a r m aa ch a r y aa sh 
औत	au t 
ब्रायंट	b r aa y a n t:
नागरिकता	n aa g a r i k t aa
बताया	b a t aa y aa
साथायों	s aa th aa y oo n
मांसल	m aa n s a l
ऊबाता	uu b aa t aa
यह	y a h 
एकादशी	ei k aa d a sh ii
यि	y i
या	y aa
बताकर	b a t aa k a r 
फसलों	ph a s a l oo n
पितृऋण	p a t i rx i n: 
अँधेरा	a n dh ei r aa
खोलते	kh oo l t ei
खोलती	kh oo l t ii
यश	y a sh
गिरते	g i r t ei
मान्यताओं	m aa n y a t aa oo n
यम	y a m
रामा	r aa m aa
गतिशीलता	g a t i sh ii l t aa
लगाना	l a g aa n aa
साड़ी	s aa d ii
रेंज	r ei n j 
नामग्याल	n aa m g y aa l
पढ़ाकर	p a d:h aa k a r 
अवरोधक	a v r oo dh a k
बीजारोपण	b ii j aa r oo p a n:
नमामि	n a m aa m i
रावबहादुर	r aa v b a h aa d u r 
रीति	r ii t i
कष्टदायक	k a shh t: d aa y a k
नरहरिदास	n a r h a r i d aa s
देशवासियों	d ei sh v aa s ii y oo n
अविवाहित	a v i v aa h i t 
कम्प्यूटरों	k a m p y uu t: a r oo n
डिस्प्यूट्स	d i s p y uu t: s
पाठशाला	p aa t:h sh aa l aa 
पन्त	p a n t 
प्रयोजन	p r a y oo j a n
एब्बे	ei b b ei
महिलायें	m a h i l aa y ei n
अनुरोध	a n u r oo dh
होतीं	h oo t ii n
मिलाते	m i l aa t ei
चागला	ch aa g l aa
मेरी	m ei r ii
इंदौर	i n d au r 
मेरे	m ei r ei
नींव	n ii n v 
स्मारकों	s m aa r a k oo n
भजगोविन्दम	bh a j g oo v i n d a m
ननिहाल	n a n i h aa l
तपेदिक	t a p ei d i k 
छुड़ाने	chh u d aa n ei
विस्तारित	v i s t aa r i t
इस्तीफा	i s t ii ph aa
मौजे	m au j ei
साइबर	s aa i b a r 
नींद	n ii n d
स्मारक	s m aa r a k 
दायरे	d aa y a r ei
इन्द्र	i n d r 
बारंबार	b aa r a m b aa r 
अर्ज़ुमंद	a r j u m a n d
कराता	k a r aa t aa
कहावत	k a h aa v a t
नींग	n ii n g 
क्षमा	k shh a m aa
तेरे	t ei r ei
बीटी	b ii t: ii
कार्यस्थल	k aa r y a s th a l
स्पेस	s p ei s
सरकार	s a r k aa r 
सड़कें	s a d k ei n
होमरुल	h oo m r u l
एनड्रिन	ai n d: r i n
नियामक	n i y aa m a k 
फलस्वरुप	ph a l s v a r uu p
पिघल	p i gh a l
डे	d: ei
फैला	ph ai l aa
बचायेगा	b a ch aa ei g aa
डू	d: uu
न्यूरोपैथी	n y uu r oo p ai th ii
डी	d: ii
स्पेन	s p ei n
हेर्बीसीड्स	h ei r b ii s ii d: s
डॉ	d aa
फूल	ph uu l
इमारतों	i m aa r a t oo n
मुजाहिरे	m u j aa h i r ei
रॉकेट	r aa k ei t:
साबित	s aa b i t 
ओक्सिदेंट्स	oo k s i d: ei n t: s 
मौसमी	m au s a m ii
लैंडफिल	l ai n d: ph i l
हैरो	h ei r oo
पिलाता	p i l aa t aa 
विदा	v i d aa
उधम	uu dh a m
मुहर्रम	m u h a r r a m
उधर	u dh a r 
घटित	gh a t: i t
लिएशिक्षा	l i ei sh k shh aa
पुस्तकालयलेखन	p u s t a k aa l a y l ei kh a n
प्रधानाचार्य	p r a dh aa n aa ch aa r y a 
पुनःवनोत्पादन	p u n a h v a n oo p aa d a n 
नीतियाँ	n ii t i y aa n
नरेन्द्र	n a r ei n d r a 
गहराईयों	g a h a r aa y ii oo n
मरें	m a r ei n
संस्थापकों	s a n s th aa p a k oo n 
धारणाओं	dh aa r n: aa oo n
मैकेनिकल	m ai k ei n i k a l
जियानयिंग	j i y aa n y i n g
आईसीपीडी	aa ii s ii p i d ii
उथल	u th a l
चलाने	ch a l aa n ei
बरसात	b a r s aa t
चूँकि	ch uu n k i
स्थापाना	s th aa p aa n aa
फूट	ph uu t:
रसदार	r a s d aa r 
आध्यात्मिक	aa dh y aa t m i k 
हीट	h ii t:
अहोई	a h oo ii
पत्ते	p a t t e
संस्कृतियों	s a n s k rx i t i y oo n
चर्बी	ch a r b ii
अमेठी	a m ei t:h ii
अक्षर	a k shh a r 
गेंदें	g ei n d ei
मद्देनजर	m a d d ei n a j a r 
बदतर	b a d t a r 
हममें	h a m m ei n
प्रक्षेपास्त्र	p r a k shh ei p a s t a r 
पड़ती	p a d t ii
तेलंगाना	t ei l a n g aa n aa
बुरा	b u r aa
कस्बें	k a s b ei n
जरामरना	j a r aa m a r n aa 
समझती	s a m a jh t ii
प्राचार्य	p r aa ch aa r y a
रेडियो	r ei d i y oo
सरकार	s a r k aa r 
गोसाईं	g oo s aa ii n
सविनिय	s a v i n i y 
सौंदर्य	s au n d a r y a 
चिड़ी	ch i d ii
युद्धबंदी	y u d dh a b a n d ii
अनुगमन	a n u g a m a n
हफ्तों	h a ph t oo n
इंगरसॉल	i n g a r s aa l
पड़ते	p a d t ei
प्रद	p r a d 
पहुँचते	p a h u n ch t ei
स्तूप	s t uu p
हस्तशिल्पकारों	h a s t sh i l p a k aa r oo n
प्रसन्नचित्त	p r a s a n ch i n t 
पढ़ाना	p a dh aa n aa
लड़े	l a d ei
डिजाइनर	d i j aa i n a r
कर्मकाण्ड	k a r m a k a n d 
ब्रह्मचारी	b a r m a h aa ch ii r 
अक्षम	a k shh m a
कलियाँ	k a l i y aa
जनसंघ	j a n a s a n jh
कराँची	k a r aa ch a n ii
अनैतिक	a n ai t i k 
विन्चेस्टर	v i n ch ei s a t r 
राजनयिकों	r aa j a n y a k oo n
फीफा	ph ii ph 
बैंगनी	b ai g a n n ii
अपार्टमेंट	a p aa r t m ei n a
आ	a
सांख्यिकीय	s aa kh y a n i k y 
निर्माणकर्ताओं	n i r m a k aa t r a nd~ oo n
पोचमपल्ली	ch oo p a m a l ii
मैथमेटिकल	m ai th ai t i m a k ei l a
कैसा	k ei s 
प्रभावकारी	p r a bh aa v a k aa r ii
नातों	n aa t oo n
थोड़ा	th oo d 
वानरयूथमुख्यं	v aa n a y a r uu m th a y u
अभिशाप	a bh i sh aa p 
देशद्रोही	d ei sh a r u h ii
हैके	h ai k ei
आत्माराम	aa t m aa r m a
नम्रता	n a m r a t aa
थीमविषय	th ii m a v i shh shh y 
आयोजनों	aa y oo j a n oo n
प्लांटों	p l aa n t oo n
रस्मों	r a s m oo n
श्रीवास्तव	sh r ii v aa s t a v 
फकीर	ph a k ii r 
सम्मारोह	s a m m aa r oo n
पर्यावरण	p a r y aa v a r aa n
बन्दरगाह	b a n d a r g aa h 
प्रतिकूल	p r a t i k uu l a
मुराद	m u r aa d 
समानता	s a m aa n t aa 
जकड़े	j a k d ei
भूपेंद्र	bh uu p ei n d r 
उपन्यास	u p a n y aa s 
मारती	m aa r t ii
मारते	m aa r t ei
सती	s a t ii
हेलमेट	h ei l m ei t:
शहनाई	shh a h n aa ii
बॉडर	b aa d: a r 
थैलेस्सेमिया	 th ai l a s ii m i y aa 
जज्बा	j a j b aa
शाहूजी	sh aa h uu j ii
प्रतिनीधि	p r a t i n i dh ii 
जुगनौत	j u g n au t
फर्नीचर	ph a r n ii ch a r 
सिंहगढ़	s i n h g a d:h 
न्यू	n y uu
नेटाल	n ei t: aa l
आरम्भिक	aa r a m bh i k
तहे	t a h ei
डेक	d: ei k
बाढ़ों	b aa d:h oo n
सब्जी	s a b j ii
समेत	s a m ei t
दिर्घा	d i r gh aa
वर्णंन	v a r n: a n
अलेक्जेंडर	a l ei k j ei n d: a r
मानेक	m aa n ei k 
एनसीकेलकर	ei n s ii k ei l k a r 
निदेशक	n i d ei sh a k
उत्पादों	u t p aa d oo n
साक्ष्य	s aa k shh y a
अवकाशकालीन	a v k aa sh k aa l ii n
अबतक	a b t a k 
आवृत्ति	aa v rx i t t i
स्टेज	s t: ei j
स्टेट	s t: ei t:
मस्तानी	m a s t aa n ii
हरकत	h a r k a t 
उत्पन	u t p a n
टिकटें	t: i k a t: ei n
व्यापार	v y aa p aa r 
अंकगणित	a n k g a n: i t
महीनें	m a h ii n ei
इच्छुक	i ch chh u k 
फेंकें	ph ei n k ei n
राजवंश	r aa j v a n sh 
अनुराग	a n u r aa g 
जोड़ेगा	j oo d ei g aa
वक्त	v a k t 
चरणामित्	ch a r n aa m i t
पहुंचाने	p a h u n ch aa n ei
निर्धारित	n i r dh aa r i t
रूबरू	r uu b a r uu
यातनाओं	y aa t n aa oo n
सातवां	s aa t v aa n
सातवाँ	s aa t v aa n 
कुल्हाड़ी	k u l h aa d ii
विद्यासागर	v i d y aa s aa g a r 
सबला	s a b a l aa
संदर्भित	s a n d a r bh i t 
शैक्षिण	sh ai k shh a n: i k
हराकर	h a r aa k a r 
बहुरी	b a h u r ii
न्यायालाय	n y aa y aa l a y a
खाजते	kh aa j t ei
उल्टी	u l t: ii
रुठदा	r u t:h d aa 
भाषणों	bh aa shh a n: oo n
पङेगा	p a d ei g aa
स्वीकारते	s v ii k aa r t ei
अभिभावकों	a bh i bh aa v a k oo n
राषट्रपति	r aa shh rx a p a t i
प्रशस्त	p r a sh a s t 
बाएँ	b aa ei n
वोटों	v oo t: oo n
प्रह्लाद	p r a h l aa d
पंचवटी	p a n ch v a t: ii
महासचिव	m a h aa s a ch i v
हुनर	h u n a r 
पैरामेडिकल	p ai r a m ei d: i k a l 
एकदन्ता	ei k d a n t aa 
करेगी	k a r ei g ii
पक्के	p a k k ei
आक्रमणकारियों	aa k r a m a n: k aa r i y oo n
विद्यार्थीयों	v i d y aa r th i y oo n
पाइपलाईन	p aa i p l ai n
कावेरी	k aa v ei r ii
रुसी	r u s ii
दुल्हा	d u l h aa
दौड़कर	d au d k a r 
ट्रिब्यूनल	t r i b y uu n a l
केन्द्रीत	k ei n d r ii t 
गृहिणी	g rx i h i n: ii
भुवनेश्वरी	bh u v a n ei sh v a r ii 
वनों	v a n oo n
अस्वास्थयकर	aa s v aa s th a y k a r 
जुताई	j u t aa ii
विदेशों	v i d ei sh oo n
स्काईप	s k aa ii p
डिफेंस	d i ph ei n s
धनराज	dh a n r aa j 
प्रौढ़ता	p r au d:h t aa 
समावेशन	s a m aa v ei sh a n
सोचेगें	s oo ch ei n g ei
स्वीट्जरलैंड	s v i t: j a r l ai n d:
तस्करी	t a s k a r ii
क्षीर	k shh ii r 
चोपड़ा	ch oo p d aa 
सूरमा	s uu r m aa
सरला	s a r l aa
इसाई	i s aa ii
अत्याचारियों	a t y aa ch aa r i y oo n
लवणन	l a v a n: a n
छोङकर	chh oo d k a r 
थियोसोफी	th i y oo s oo ph ii
यूआईसीसी	y uu aa s i s ei
कार्ड्स	k aa r d: s
उपदेश	u p d ei sh 
फेरकर	ph ei r k a r 
सुनाकर	s u n aa k a r 
क्रोध	k r oo dh 
पर्वों	p a r v oo n
जलाएं	j a l aa ei n
बिरला	b i r l aa
पुरे	p u r ei
कुन्दल	k u n d a l
परिवारों	p a r i v aa r oo n
पुरी	p u r ii
मोमबत्तियॉ	m oo m b a t t i y aa n
कुन्दन	k u n d a n
जेते	j ei t ei
मूली	m uu l ii
एल्डो	ai l d: oo
विंस	v i n s 
डबल्यूईडी	a b a b l y ei d u
खोदते	kh oo d t ei
सीएम	s ii ei m
सप्ताह	s a p t aa h 
वक्फ	v a k ph 
सहाय	s a h aa y 
सहाब	s a h aa b 
फलफूल	ph a l ph uu l 
जोहॉन	j oo h aa n
लैंडस्टेनर	l ai n d s t: ei n a r
कोरवों	k oo r v oo n
मुकेश	m u k ei sh
असक्षम	a s a k shh a m
कमरे	k a m r ei
सीएस	s ii ei s
काँग्रेस	k aa n g r ei s
गढ़	g a d:h
सर्वेक्षणों	s a r v ei k shh a n: oo n
अपनापन	a p n aa p a n
पतियों	p a t i y oo n
चौकीदार	ch au k ii d aa r 
बीमारियों	b ii m aa r i y oo n
परिवारो	p a r i v aa r oo n
कीड़े	k ii d ei
आदर्शवादी	aa d a r sh v aa d ii
बायना	b aa y a n aa
आईएफबीडीओ	aa ei ph a b ii ph ii
रखवारे	r a kh v aa r ei
खेलना	kh ei l n aa
सुलझायी	s u l jh aa y ii
कमाते	k a m aa t ei
गतिविधिया	g a t i v i dh i y aa n
जरुरतमंद	j a r u r a t m a n d 
जिगनतार	j i g a n t aa r 
भर्ती	bh a r t ii
कुलमाता	k u l m aa t aa
पहुँचाती	p a h u n ch aa t ii
छमाही	chh a m aa h ii
काउंटी	k aa u n t: ii
अवगत	a v g a t 
गुब्बारों	g u b b aa r oo n
ज्वैलरी	j v ai l a r ii
पुरुषप्रधान	p u r u shh p r a dh aa n
मेजबान	m ei j b aa n 
ठसाठस	t:h a s aa t:h a s
पकायें	p a k aa y ei n
प्रेमकिशन	p r ei m k i sh a n
उड़ायी	u d: a y ii
बेघर	b ei gh a r 
उत्साहित	u t s aa h i t 
सार्थकता	s aa r th a k t aa
पार्किंग	p aa r k i n g 
उज्ज्वल	u j j v a l
उड़ा	u d aa
थियोसिफिकल	th i y oo s au ph i k i l
हंसते	h a n s t ei
घंटे	gh a n t: ei
सराहा	s a r aa h aa
पूजने	p uu j a n ei
घंटी	gh a n t: ii
विद्वान	v i d v aa n
हँस	h a n s
बेचा	b ei ch aa
पुलिसकर्मियों	p u l i s k a r m i y oo n
झेली	jh ei l ii
मैके	m ai k ei
उपचारित	u p ch aa r i t 
सियाराम	s i y aa r aa m
निर्देशानुसार	n i r d ei sh aa n u s aa r
कृष्णा	k rx i shh n: aa
महापौर	m a h aa p au r 
यिंगलुक	y ii n g l u k 
नृत्य	n rx i t y a
खुशी	kh u sh ii
औजारों	au j aa r oo n
घंटा	gh a n t: aa 
मेनका	m ei n a k aa 
उपयों	u p a y oo n
बुशहर	b u shh h a r 
प्रांत	p r aa n t 
सिगरेट	s i g r ei t:
आंकलन	aa n k a l a n
बुनकर	b u n k a r 
दंपत्ति	d a m p a t t i
ककरने	k a k a r n ei
उपयोग	u p y oo g
मैसेज	m ai s ei j
सम्मानहीन	s a m m aa n h ii n 
सेट	s ei t:
वॉलेट	v a l ei t:
प्रश्रोत्तरी	p r a sh r oo t t a r i 
ताराबाई	t aa r aa b aa ii
यूनिफार्म	y uu n i ph aa r m 
परिणाम	p a r i n: aa m
नाटक	n aa t: a k 
वृषभ	v rx i shh a bh 
मिलें	m i l ei n
कुंदलपुर	k u n d a l p u r 
नाटय	n aa t: y a
मकसद	m a k s a d
दाएं	d aa ei n
लोकमान्य	l oo k m aa n y a
फॉसफोरस	ph aa s ph oo r a s 
अदरणीय	aa d a r n: ii y a
शरीर	sh a r ii r
स्कॉटिश	s k aa t: i sh 
क्यों	k y oo n
विषय	v i shh a y
ऊँचा	uu n ch aa
बीसी	b ii s ii
नाटल	n aa t: a l
लिखीं	l i kh ii n
अभिनव	a bh i n a v 
पैराबैंगनी	p ai r a b ai n g n ii
काज	k aa j 
पूँजी	p uu n j ii
छूटई	chh uu t: ai
